gas/electric,livingroom,bedrooms,bathrooms,city,where,languages,house/building,storage?,furnished?,AC,accessible?,Elevator,parking,pets,smoke,price,rent length,public transpo,near construction,loud neighborhood
0,1,1,1,1,Ariel,0,1,1,1,1,1,1,0,0,0,2000,1,1,1,0
0,0,1,1,0,Yehuda And Shomron,SP,0,1,1,0,0,1,1,1,0,2000,1,1,1,0
0,1,1,1,1,Ariel,EN,0,1,1,1,0,0,0,0,0,1500,1,1,1,0
1,1,1,1,1,Ariel,SP,0,1,1,0,0,0,0,0,1,1500,1,1,1,0
0,0,2,1,0,Yehuda And Shomron,EN,1,1,1,1,0,1,0,1,1,3500,1,1,1,0
1,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,1,0,1,2000,1,1,1,0
0,1,2,1,1,Ariel,FR,1,1,1,1,0,0,0,0,0,3000,1,1,1,0
1,1,1,1,1,Ariel,0,1,1,1,0,1,1,1,0,0,2000,3,1,1,0
0,1,2,1,1,Ariel,RU,0,1,1,1,0,0,0,0,0,3000,3,1,1,0
0,1,1,1,0,Yehuda And Shomron,FR,1,1,1,1,0,0,0,0,0,1200,3,1,1,0
1,1,1,1,1,Jerusalem,0,1,1,1,1,1,1,0,0,0,2000,3,1,1,0
1,0,1,1,1,Haifa,RU,1,1,1,0,0,0,0,1,0,1500,3,1,1,0
0,1,1,1,1,Jerusalem,0,1,0,1,1,1,1,0,0,0,2000,3,1,1,0
0,1,1,1,1,Ariel,AR,0,1,1,0,0,0,1,0,0,1500,3,1,1,0
0,1,3,1,1,Merkaz,0,1,1,1,1,0,0,0,0,0,4500,3,1,1,1
1,1,2,1,1,Ariel,SP,0,1,1,0,0,0,0,0,0,3000,3,1,1,1
0,1,1,1,1,Ariel,EN,0,1,1,1,0,0,0,0,0,1500,3,1,1,1
1,1,1,1,1,Ariel,AM,0,1,1,1,0,0,0,0,0,1500,3,1,1,1
0,1,1,1,1,Jerusalem,0,1,1,1,0,1,1,0,0,0,2000,3,1,1,1
0,1,1,1,0,Yehuda And Shomron,RU,0,1,1,1,0,0,1,0,0,1200,3,1,1,1
1,1,1,1,1,Ariel,EN,0,1,1,1,1,0,0,0,0,1500,3,1,1,1
0,1,1,1,1,Merkaz,FR,1,1,1,0,0,0,0,0,0,1500,3,1,1,1
0,0,1,1,0,North,RU,0,1,1,1,0,0,0,1,1,1200,3,1,1,1
1,1,1,1,1,Tel Aviv,0,1,1,1,1,0,0,0,0,0,1500,3,1,1,1
0,1,2,1,0,Yehuda And Shomron,FR,1,1,1,1,1,1,0,0,0,3500,3,1,1,1
1,1,1,1,1,Ariel,SP,1,1,1,1,1,1,0,0,0,2000,3,1,1,1
0,0,1,1,0,Yehuda And Shomron,EN,1,1,0,1,0,0,1,1,0,1200,3,1,1,1
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,3,1,1,1
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,3,1,1,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,3,1,1,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,3,1,1,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,0,0,0,0,0,1200,3,1,1,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,3,1,1,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,3,1,1,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,0,0,0,0,0,0,1200,3,1,1,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,0,0,0,0,0,1200,3,1,1,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,3,1,1,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,6,1,1,0
1,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,0,0,0,0,1,1200,6,1,1,0
0,1,1,1,0,Yehuda And Shomron,FR,1,1,1,1,0,0,0,0,0,1200,6,1,1,0
0,0,1,1,0,Yehuda And Shomron,EN,1,1,0,1,0,1,0,1,1,2000,6,1,1,0
0,0,1,1,0,Yehuda And Shomron,AR,0,1,1,0,0,1,1,1,0,2000,6,1,1,0
0,1,1,1,0,Yehuda And Shomron,0,1,0,1,1,0,0,0,0,0,1200,6,1,1,0
0,1,2,1,1,Merkaz,AM,1,1,1,1,0,0,1,0,0,3000,6,1,1,0
0,1,2,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,3500,6,1,1,0
1,0,1,1,0,North,AR,0,0,1,0,0,0,0,1,1,1200,6,1,1,0
0,1,1,1,0,Yehuda And Shomron,0,1,0,1,1,0,0,0,0,0,1200,6,1,1,0
0,1,1,1,1,Jerusalem,EN,0,1,1,1,0,0,0,0,0,1500,6,1,1,0
1,0,2,1,0,North,RU,1,1,1,0,0,1,1,1,0,3000,6,1,1,0
0,1,2,1,1,Merkaz,0,1,1,1,1,1,1,1,0,0,3500,6,1,1,0
0,1,1,1,1,Merkaz,0,1,1,1,1,1,1,1,0,0,2000,6,1,1,0
0,1,1,1,1,Jerusalem,FR,1,0,1,1,0,0,0,0,0,1500,6,1,1,0
0,0,1,1,0,Yehuda And Shomron,FR,0,1,1,1,0,1,1,1,0,2000,6,1,1,0
0,1,2,1,0,Otef Azza,EN,0,1,1,1,0,0,1,0,0,2400,6,0,1,0
1,0,2,1,0,Yehuda And Shomron,EN,0,0,1,0,0,1,1,1,0,3500,6,1,1,0
1,1,2,1,1,Jerusalem,SP,0,1,1,1,0,0,0,0,0,3000,6,1,1,0
0,1,1,1,1,Ariel,0,1,1,0,1,0,0,0,0,0,1500,6,1,1,0
0,1,2,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,3500,6,1,1,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,0,0,0,0,0,1200,6,1,1,0
0,1,1,1,0,South,FR,1,0,0,0,1,1,0,0,1,2000,6,1,1,0
0,1,1,1,0,Yehuda And Shomron,FR,1,0,1,1,1,1,0,0,0,2000,6,1,1,0
0,1,2,1,0,Yehuda And Shomron,FR,1,0,1,1,1,1,0,0,0,3500,12,1,1,0
0,1,1,1,0,Yehuda And Shomron,FR,1,1,1,1,0,0,0,0,0,1200,12,1,1,0
1,1,2,1,1,Ariel,FR,0,1,1,1,0,0,1,0,0,3000,12,1,1,0
0,1,1,1,0,Yehuda And Shomron,AM,1,1,1,1,1,1,1,0,0,2000,12,1,1,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,0,0,0,0,0,1200,12,1,1,0
1,1,2,1,1,Ariel,FR,1,1,1,1,1,1,0,0,0,3000,12,1,1,0
0,1,1,1,1,Ariel,FR,0,1,1,1,0,0,0,0,0,1500,12,1,1,0
0,1,1,1,1,Ariel,AM,1,1,1,0,1,1,0,0,0,2000,12,1,1,0
0,1,1,1,1,Ariel,0,1,1,1,0,1,1,0,0,0,2000,12,1,1,0
1,1,1,1,1,Jerusalem,0,1,1,1,1,0,0,1,0,0,1500,12,1,1,0
1,1,1,1,1,Ariel,FR,0,1,1,1,0,0,0,0,0,1500,12,1,1,0
0,1,1,1,1,Tel Aviv,AM,1,1,1,1,0,0,0,0,0,1500,12,1,0,0
0,1,1,1,1,Ariel,0,1,1,1,0,0,0,0,0,0,1500,12,1,0,0
0,1,1,1,0,Yehuda And Shomron,FR,1,1,1,1,1,1,0,0,0,2000,12,1,0,0
1,1,1,1,1,Ariel,AR,0,1,0,0,0,0,0,0,0,1500,12,1,0,0
0,0,3,1,0,Yehuda And Shomron,EN,1,1,1,1,0,0,0,1,1,3600,12,1,0,0
0,1,1,1,1,Ariel,AM,1,1,1,1,0,0,0,0,0,1500,12,1,0,0
0,1,1,1,1,Ariel,0,1,1,1,0,1,1,0,0,0,2000,12,1,0,0
1,1,1,1,0,Otef Azza,AR,1,1,1,0,0,0,0,0,0,1200,12,0,0,0
0,1,1,1,0,Yehuda And Shomron,FR,1,1,1,0,1,1,0,0,0,2000,12,1,0,0
1,1,1,1,1,Jerusalem,AR,0,1,1,0,0,0,1,0,0,1500,12,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,0,1,1,0,0,0,2000,12,1,0,0
1,1,2,1,1,Ariel,EN,0,1,1,0,0,0,0,0,0,3000,12,1,0,0
0,1,1,1,1,Ariel,EN,0,1,1,1,0,0,0,0,0,1500,6,1,0,0
0,1,2,1,0,Yehuda And Shomron,FR,0,1,1,0,0,0,1,0,0,2400,6,1,0,0
1,1,1,1,1,Jerusalem,FR,1,1,1,1,0,0,0,0,0,1500,6,1,0,0
0,1,1,1,0,South,RU,0,0,1,0,0,0,1,0,0,1200,6,1,0,0
0,1,1,1,1,Merkaz,0,1,1,1,1,1,1,1,0,0,2000,6,1,0,0
0,1,1,1,1,Merkaz,FR,1,1,1,1,1,1,0,0,0,2000,6,1,0,0
0,1,1,1,0,Otef Azza,FR,1,1,1,0,0,0,0,0,0,1200,6,0,0,0
0,1,1,1,1,Ariel,FR,1,1,1,1,0,0,0,0,0,1500,6,1,0,0
0,1,1,1,1,Ariel,SP,1,1,1,0,0,0,0,0,1,1500,6,1,0,0
1,1,1,1,1,Ariel,0,1,1,1,1,0,0,0,0,0,1500,6,1,0,0
0,1,2,1,0,Yehuda And Shomron,FR,1,0,1,1,1,1,0,0,0,3500,6,1,0,0
1,1,2,1,1,Ariel,EN,0,1,1,0,0,0,0,0,0,3000,6,1,0,0
0,1,1,1,1,Jerusalem,RU,0,1,1,1,0,0,0,0,0,1500,6,1,0,0
0,1,1,1,1,Ariel,RU,0,1,1,0,0,0,0,0,0,1500,6,1,0,0
0,0,1,1,0,Yehuda And Shomron,EN,0,1,1,1,0,0,0,1,0,1200,6,1,0,0
1,0,2,1,0,North,EN,1,0,1,1,0,1,1,1,0,3000,6,1,0,0
1,0,1,1,1,Beer Sheba,RU,0,1,1,0,0,0,0,1,0,1500,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,FR,1,1,1,0,1,1,0,0,0,2000,6,1,0,0
1,1,2,1,0,Yehuda And Shomron,0,1,1,1,1,0,0,0,0,0,2400,6,1,0,0
0,1,1,1,1,Ariel,EN,0,1,1,0,0,0,0,0,0,1500,6,1,0,0
0,0,1,1,1,Beer Sheba,EN,1,1,1,1,0,1,1,1,0,2000,6,1,0,0
1,1,1,1,0,Yehuda And Shomron,FR,1,1,0,1,1,1,0,0,0,2000,6,1,0,0
1,0,2,1,1,Beer Sheba,EN,1,1,1,1,0,0,0,1,1,3000,6,1,0,0
0,1,1,1,1,Ariel,FR,1,1,1,0,1,1,0,0,0,2000,6,1,0,0
0,1,1,1,1,Ariel,RU,0,1,1,0,0,0,0,0,0,1500,6,1,0,0
1,1,1,1,1,Merkaz,FR,1,1,1,1,0,0,0,0,0,1500,6,1,0,0
0,1,1,1,1,Ariel,FR,1,1,1,1,0,0,0,0,0,1500,6,1,0,0
1,1,1,1,1,Merkaz,FR,1,1,1,1,1,1,0,0,0,2000,6,1,0,0
1,0,1,1,1,Haifa,FR,0,0,1,1,0,0,0,1,0,1500,6,1,0,0
1,0,3,1,0,Yehuda And Shomron,EN,1,0,1,1,0,0,0,1,0,3600,6,1,0,0
1,1,1,1,1,Jerusalem,EN,0,1,1,1,0,0,0,0,0,1500,6,1,0,0
0,1,2,1,0,Yehuda And Shomron,FR,1,0,1,1,1,1,0,0,0,3500,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,1,0,0,2000,6,1,0,0
1,1,1,1,1,Ariel,RU,0,1,1,0,0,0,0,0,0,1500,6,1,0,0
0,1,2,1,0,Yehuda And Shomron,RU,0,1,1,1,0,0,1,0,0,2400,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,0,0,0,0,0,1200,6,1,0,0
0,1,2,1,1,Ariel,EN,0,1,1,0,0,0,0,0,0,3000,6,1,0,0
0,1,3,1,1,Merkaz,0,1,1,1,0,1,1,0,0,0,5250,6,1,0,0
1,1,1,1,1,Ariel,FR,1,1,1,1,0,0,1,0,1,1500,6,1,0,0
0,1,1,1,1,Ariel,AM,1,1,1,1,0,0,0,0,0,1500,6,1,0,0
0,0,1,1,0,South,EN,0,1,1,1,0,0,1,1,0,1200,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,6,1,0,0
0,0,3,1,0,North,EN,1,1,1,1,0,0,0,1,0,3600,6,1,0,0
1,1,1,1,1,Ariel,AR,0,1,1,1,0,0,0,0,0,1500,6,1,0,0
1,1,1,1,0,Yehuda And Shomron,RU,0,1,1,1,0,0,1,0,0,1200,6,1,0,0
1,0,3,1,0,North,EN,1,1,1,1,0,1,1,1,0,4500,6,1,0,0
1,1,1,1,0,Yehuda And Shomron,FR,0,1,1,1,0,0,1,0,0,1200,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,6,1,0,0
1,1,1,1,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,6,1,0,0
1,1,1,1,1,Ariel,EN,0,1,1,1,0,0,1,0,0,1500,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,0,1,1,0,0,0,2000,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,FR,1,1,1,0,1,1,0,0,0,2000,6,1,0,0
0,1,1,1,1,Ariel,FR,1,1,1,1,0,0,1,0,0,1500,6,1,0,0
0,1,2,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,3500,6,1,0,0
1,1,1,1,1,Ariel,RU,0,1,0,0,0,0,1,0,0,1500,6,1,0,0
0,1,1,1,1,Ariel,AM,1,1,1,1,1,1,0,0,0,2000,6,1,0,0
1,1,1,1,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,6,1,0,0
0,1,1,1,1,Jerusalem,FR,1,1,1,0,1,1,0,0,0,2000,6,1,0,0
1,1,1,1,1,Ariel,AM,1,1,1,1,0,0,0,0,0,1500,6,1,0,0
0,1,1,1,1,Merkaz,AR,0,1,1,1,0,0,0,0,0,1500,6,1,0,0
1,1,1,1,1,Jerusalem,FR,0,1,1,1,0,0,0,0,0,1500,6,1,0,0
0,1,1,1,1,Ariel,RU,0,1,1,1,0,0,0,0,0,1500,6,1,0,0
1,1,1,1,1,Ariel,EN,0,1,1,1,0,0,1,0,0,1500,6,1,0,0
0,0,4,1,0,Yehuda And Shomron,EN,1,1,1,1,0,1,1,1,0,12000,6,1,0,0
1,1,1,1,1,Ariel,FR,1,1,1,0,1,1,0,0,0,2000,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,6,1,0,0
1,0,1,1,0,North,EN,1,0,1,1,0,0,0,1,0,1200,6,1,0,0
0,1,1,1,1,Ariel,0,1,1,1,0,0,0,0,0,0,1500,6,1,0,0
0,1,2,1,1,Merkaz,0,1,1,0,1,0,0,1,0,0,3000,6,1,0,0
0,1,1,1,1,Ariel,AM,1,1,1,1,0,0,0,0,0,1500,6,1,0,0
1,1,1,1,1,Ariel,FR,0,1,1,1,0,0,0,0,1,1500,6,1,0,0
1,0,1,1,0,North,EN,0,1,1,1,0,0,1,1,0,1200,6,1,0,0
1,0,1,1,0,North,EN,1,1,1,1,0,0,0,1,1,1200,6,1,0,0
1,1,1,1,1,Merkaz,AM,1,1,1,1,0,0,0,0,1,1500,6,1,0,0
1,0,1,1,0,North,EN,1,1,1,1,0,0,0,1,1,1200,6,1,0,0
1,1,1,1,0,South,FR,1,1,1,1,0,0,0,0,0,1200,6,1,0,0
1,0,1,1,0,North,EN,1,1,1,1,0,0,0,1,1,1200,6,1,0,0
0,0,2,1,0,Yehuda And Shomron,EN,1,1,1,1,0,1,0,1,1,3500,6,1,0,0
1,1,1,1,1,Merkaz,FR,1,1,1,1,0,0,0,0,0,1500,6,1,0,0
1,1,1,1,1,Merkaz,AM,1,1,1,1,0,0,0,0,0,1500,6,1,0,0
1,0,1,1,0,North,EN,1,1,1,1,0,0,0,1,1,1200,6,1,0,0
1,1,1,1,1,Merkaz,FR,1,1,0,1,0,0,0,0,1,1500,6,1,0,1
1,0,1,1,0,North,EN,1,1,0,1,0,0,0,1,1,1200,6,1,0,1
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,0,0,0,0,0,1200,6,1,0,1
0,1,2,1,0,Yehuda And Shomron,FR,1,1,0,1,0,0,1,0,0,2400,6,1,0,1
1,0,1,1,0,Yehuda And Shomron,FR,0,1,1,1,0,1,0,1,1,2000,6,1,0,1
0,1,1,1,1,Ariel,0,1,1,1,1,1,1,1,0,0,2000,6,1,0,1
0,0,2,1,0,North,RU,0,1,1,0,0,0,0,1,1,2400,6,1,0,1
0,1,1,1,1,Merkaz,0,1,1,1,1,0,0,1,0,0,1500,6,1,0,1
0,1,1,1,0,Yehuda And Shomron,FR,1,1,1,1,1,1,0,0,0,2000,6,1,0,1
0,0,1,1,0,South,EN,1,1,1,0,0,0,0,1,0,1200,6,1,0,1
1,1,1,1,0,South,AM,1,1,1,1,0,0,0,0,0,1200,6,1,0,1
0,1,2,1,0,Yehuda And Shomron,FR,1,1,1,1,0,0,0,0,0,2400,6,1,0,1
0,1,1,1,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,6,1,0,1
0,1,1,1,1,Tel Aviv,FR,1,1,1,0,1,1,0,0,0,2000,6,1,0,1
0,1,1,1,0,Yehuda And Shomron,FR,1,1,1,1,0,0,0,0,0,1200,6,1,0,0
1,0,1,1,0,North,RU,0,1,1,1,0,1,1,1,0,2000,6,1,0,0
1,1,1,1,1,Ariel,FR,1,1,1,1,0,0,0,0,0,1500,6,1,0,0
1,0,3,1,0,Yehuda And Shomron,RU,1,1,1,0,0,0,0,1,0,3600,6,1,0,0
1,0,1,1,0,North,EN,1,1,1,1,0,1,1,1,0,2000,6,1,0,0
0,1,1,1,1,Ariel,EN,0,1,1,0,0,0,1,0,1,1500,6,1,0,0
1,0,1,1,0,South,EN,1,1,1,1,0,0,0,1,1,1200,6,1,0,0
0,1,2,1,0,Yehuda And Shomron,FR,1,0,1,1,0,0,0,0,0,2400,6,1,0,0
0,1,1,1,1,Merkaz,EN,0,1,1,0,0,0,0,0,0,1500,6,1,0,0
0,1,2,1,1,Ariel,AM,1,1,1,1,1,1,0,0,0,3000,6,1,0,0
0,1,1,1,1,Ariel,0,1,1,1,1,1,1,0,0,0,2000,6,1,0,0
0,1,1,1,1,Ariel,0,1,1,0,0,0,0,0,0,0,1500,6,1,0,0
1,1,1,1,1,Ariel,0,1,1,1,0,0,0,0,0,0,1500,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,RU,0,1,1,1,0,0,1,0,0,1200,6,1,0,0
0,1,2,1,0,Yehuda And Shomron,0,1,1,1,1,0,0,1,0,0,2400,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,1,0,0,2000,6,1,0,0
0,1,2,1,1,Merkaz,0,1,1,1,1,1,1,0,0,0,3500,6,1,0,0
1,1,2,1,1,Merkaz,FR,1,0,1,1,1,1,0,0,0,3500,6,1,0,0
0,1,2,1,0,Yehuda And Shomron,EN,0,1,1,1,0,0,1,0,0,2400,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,1,0,0,2000,6,1,0,0
0,1,2,1,0,Yehuda And Shomron,FR,1,1,1,1,1,1,0,0,0,3500,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,FR,1,0,1,1,0,0,0,0,0,1200,6,1,0,0
0,1,1,1,1,Jerusalem,0,1,1,1,1,1,1,0,0,0,2000,6,1,0,0
0,1,1,1,1,Tel Aviv,AM,1,1,1,1,0,0,0,0,0,1500,6,1,0,0
0,1,1,1,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,6,1,0,0
1,1,1,1,0,Yehuda And Shomron,FR,1,1,1,1,1,1,0,0,0,2000,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,0,0,0,0,0,1200,6,1,0,0
0,1,1,1,1,Merkaz,0,1,1,1,1,0,0,1,0,0,1500,6,1,0,0
0,0,1,1,0,Yehuda And Shomron,EN,1,1,1,0,0,1,1,1,0,2000,6,1,0,0
1,1,1,1,1,Merkaz,0,1,1,1,0,1,1,0,0,0,2000,6,1,0,0
1,1,1,1,1,Ariel,FR,1,0,0,1,0,0,0,0,0,1500,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,6,1,0,0
0,0,3,1,1,Beer Sheba,EN,1,1,1,1,0,1,1,1,0,4500,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,0,0,1,0,0,1200,6,1,0,0
0,1,2,1,1,Merkaz,0,1,1,1,1,1,1,0,0,0,3500,6,1,0,0
0,1,2,1,1,Jerusalem,0,1,0,1,1,1,1,0,0,0,4000,6,1,0,0
0,1,1,1,0,North,EN,0,1,1,1,0,0,1,0,0,1200,6,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,1,0,0,2000,12,1,0,0
0,1,1,1,1,Merkaz,RU,0,0,0,1,0,0,0,0,0,1500,12,1,0,0
0,1,3,1,1,Ariel,FR,1,1,1,1,1,1,1,0,0,4500,12,1,0,0
0,1,1,1,1,Merkaz,0,1,1,1,0,1,1,0,0,0,2000,12,1,0,0
1,1,1,1,1,Jerusalem,FR,0,1,1,1,0,0,0,0,0,1500,12,1,0,0
0,0,1,1,0,North,EN,1,1,1,0,0,0,0,1,0,1200,12,1,0,0
0,1,2,1,1,Merkaz,AM,1,0,1,1,1,1,1,0,0,3500,12,1,0,0
0,1,1,1,1,Ariel,0,1,1,1,1,1,1,0,0,0,2000,12,1,0,0
0,1,2,1,1,Jerusalem,0,1,1,1,1,1,1,0,0,0,4000,12,1,0,0
1,1,1,1,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,12,1,0,0
0,0,2,1,0,North,EN,1,1,1,1,0,1,1,1,0,3000,12,1,0,0
1,1,1,1,1,Merkaz,FR,1,1,1,1,0,0,0,0,1,1500,12,1,0,0
0,1,2,1,1,Merkaz,RU,0,1,1,1,0,0,0,0,0,3000,12,1,0,0
1,1,1,1,0,Yehuda And Shomron,FR,1,1,1,1,1,1,0,0,0,2000,12,1,0,0
0,0,2,1,0,Yehuda And Shomron,EN,1,1,1,1,0,0,1,1,0,2400,12,1,0,0
1,1,2,1,0,Yehuda And Shomron,0,1,1,1,1,0,0,0,0,0,2400,12,1,0,0
0,1,1,1,1,Merkaz,FR,1,1,1,1,1,1,0,0,0,2000,12,1,0,0
0,1,1,1,1,Ariel,FR,1,1,1,0,1,1,0,0,0,2000,12,1,0,0
1,1,1,1,1,Ariel,0,1,1,1,1,1,1,0,0,0,2000,12,1,0,0
0,1,2,1,1,Merkaz,EN,0,1,1,1,0,0,0,0,0,3000,12,1,0,0
0,1,1,1,1,Merkaz,0,1,1,1,1,0,0,1,0,0,1500,12,1,0,0
0,0,1,1,0,Yehuda And Shomron,EN,1,1,1,0,0,0,0,1,1,1200,12,1,0,0
0,1,1,1,1,Merkaz,FR,1,1,1,1,1,1,0,0,0,2000,12,1,0,0
0,1,2,1,0,Yehuda And Shomron,EN,0,1,0,1,0,0,1,0,0,2400,12,1,0,0
0,0,2,1,0,Yehuda And Shomron,EN,1,1,1,0,0,0,0,1,1,2400,12,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,0,0,0,0,0,0,1200,12,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,0,0,0,0,0,0,1200,12,1,0,0
0,1,1,1,0,Yehuda And Shomron,0,1,1,1,1,0,0,0,0,0,1200,12,1,0,0
0,1,1,1,1,Merkaz,AM,1,1,0,0,1,1,0,0,0,2000,12,1,0,0
0,1,1,1,1,Tel Aviv,0,1,1,1,1,0,0,1,0,0,1500,12,1,0,0
0,1,1,1,1,Ariel,EN,0,1,1,1,0,0,0,0,0,1500,12,1,0,0
0,0,1,1,0,North,EN,1,1,1,1,0,0,0,1,0,1200,12,1,0,0
0,1,1,1,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,12,1,0,0
0,1,1,1,1,Merkaz,FR,1,1,0,1,0,0,0,0,0,1500,12,1,0,0
0,1,1,1,1,Ariel,EN,0,1,1,1,0,0,0,0,0,1500,12,1,0,0
0,0,1,1,1,Ariel,EN,0,1,1,0,0,0,1,1,0,1500,12,1,0,0
0,1,2,1,0,Yehuda And Shomron,0,1,1,1,1,1,1,1,0,1,3500,12,1,0,0
0,1,1,1,1,Tel Aviv,EN,0,1,0,0,0,0,0,0,0,1500,12,1,0,0
1,1,1,1,1,Ariel,EN,0,1,0,1,0,0,0,0,0,1500,12,1,0,0
0,1,1,1,1,Merkaz,FR,1,1,1,0,1,1,0,0,0,2000,12,1,0,0
0,0,4,1,0,North,EN,1,1,0,1,0,1,1,1,0,12000,12,1,0,0
0,1,1,1,1,Ariel,FR,1,1,1,0,1,1,0,0,0,2000,12,1,0,0
0,0,1,1,1,Ariel,RU,0,1,1,0,0,0,0,0,0,1500,12,1,0,0
0,0,1,1,1,Ariel,EN,0,1,1,1,0,0,0,0,0,1500,12,1,0,0
0,0,1,1,1,Merkaz,FR,1,1,1,1,0,0,0,0,0,1500,12,1,0,0
0,0,1,1,1,Tel Aviv,SP,0,1,1,0,0,0,0,0,0,1500,12,1,0,0
0,0,1,1,1,Ariel,RU,0,0,1,0,0,0,0,0,0,1500,12,1,0,0
0,1,2,1,1,Merkaz,FR,1,1,1,1,0,0,0,0,1,3000,12,1,0,0
0,0,1,1,1,Merkaz,0,1,1,1,1,1,1,0,0,0,2000,12,1,0,0
1,0,1,1,0,North,EN,1,1,1,0,0,0,0,1,1,1200,12,1,0,0
0,0,1,1,1,Ariel,EN,0,1,1,0,0,0,0,0,0,1500,12,1,0,0
1,0,1,1,0,South,EN,0,1,1,1,0,0,0,1,0,1200,12,1,0,0
0,0,2,1,1,Merkaz,FR,0,1,1,1,0,0,0,0,0,3000,12,1,0,1
0,0,2,1,1,Beer Sheba,EN,1,1,1,1,0,0,1,1,0,3000,12,1,0,1
0,0,2,1,1,Ariel,AM,1,1,1,1,1,1,0,0,0,3000,12,1,0,1
0,0,1,1,0,Yehuda And Shomron,RU,0,1,1,0,0,0,0,1,1,1200,12,1,0,1
0,0,1,1,0,North,0,1,1,1,1,0,0,1,0,0,1200,12,1,0,1
1,0,2,1,1,Ariel,RU,0,1,1,1,0,0,0,0,0,3000,12,1,0,1
0,0,2,1,0,Yehuda And Shomron,FR,1,0,1,0,1,1,0,0,0,3500,12,1,0,1
0,0,1,1,0,Yehuda And Shomron,FR,1,1,1,1,0,0,0,0,0,1200,12,1,0,1
0,0,2,1,1,Ariel,AR,0,0,0,1,0,0,0,0,1,3000,12,1,0,1
1,0,1,1,1,Ariel,AR,0,1,1,1,0,0,1,0,0,1500,12,1,0,1
0,0,1,1,1,Ariel,0,1,1,1,1,1,1,0,0,0,2000,12,1,0,1
0,0,2,1,0,North,EN,0,1,1,1,0,1,1,1,0,3000,12,1,0,1
0,0,1,1,0,South,FR,0,0,1,1,0,0,1,1,1,1200,12,1,0,1
