Timestamp,Do you prefer a gas or electric stovetop?,For how long are you looking to rent?,How many rooms do you want?,What is your budget for rent?,How many bathrooms do you want?,How important is it that you have a master bedroom?,How important is it that you have a storage unit?,How important is it that you a balcony/garden?,How important is it that you have also an electric heater (דוד חשמל) and a regular heater (דוד שמש)?,"How important, is it that you have an air-conditioner in every bedroom? ",How important is it that you have personal parking spot(s)?,How Important is it that you have a kosher Kitchen?,How important is it that you have bus routes near you?,Does it matter if the apartment is next to a school or a apartment complex under construction?,Does it matter to you to be in a building that can undergo construction in the coming year/two years?,Would you rather your neighbors be students or families?,Do you prefer your neighbors be families or singles?,Is it important that your neighbors be students,Is it Important that your neighbors be families?,What type of neighborhood are you looking for?,How Important is it that your apartment come furnished?,How important that the apartment be pet friendly?,How important that the apartment be smoke friendly?,How important that the apartment have a big livingroom?,On which Floor would you want the apartment to be on?,How important is it which floor you are on?,How important that the apartment have elevator access?,Where are you looking for an apartment?,City
5/20/2022 11:52:02,4,A Year,3,1000-2000,1.5,1,1,2,4,4,1,5,5,5,5,2,4,2,4,Dati Leumi,5,1,1,4,"First, Second",4,4, ,1
5/20/2022 11:53:27,5,A Year,"2, 3, 4",4100-5000,1.5,2,1,3,5,5,2,1,4,2,1,1,1,2,2,"Traditional, Dati Leumi",1,1,1,4,"Ground, First",4,4,Jerusalem ,1
5/20/2022 11:58:57,4,2 years,"4, 5","4100-5000, 5100-6000, 6100-7000",2,3,3,5,5,3,5,3,4,3,5,3,3,1,1,"Not Religious, Traditional",1,5,2,5,"Ground, First",5,3,Jerusalem ,1
5/20/2022 11:59:44,5,2 years,"5, 6","7100-8000, 8100-9000, 9100-10000",2,4,2,5,5,5,5,5,5,1,2,2,3,3,3,"Traditional, Dati Leumi",1,5,5,4,"Ground, First",2,2, ,
5/20/2022 12:05:36,1,"A Year, 2 years",2,"1000-2000, 2100-3000",1,1,5,5,5,3,3,1,3,5,5,3,3,1,1,"Not Religious, Traditional",3,3,1,3,Ground,5,1, ,0
5/20/2022 12:24:54,4,"A Year, 2 years","1, 2, 3",2100-3000,1.5,3,2,2,3,4,4,4,5,2,4,3,4,3,3,"Not Religious, Traditional",5,4,2,2,"First, Second",3,3, ,1
5/20/2022 12:29:24,3,2 years,"5, 6","5100-6000, 6100-7000",2,5,4,5,3,,5,5,5,5,5,1,3,1,3,Dati Leumi,1,5,1,3,"Ground, First",1,5, ,
5/20/2022 12:36:21,5,2 years,"4, 5, 6","5100-6000, 6100-7000, 7100-8000",2,5,5,5,5,5,5,5,5,1,5,1,1,1,5,"Traditional, Dati Leumi, Charedi",3,1,1,5,"Ground, Second",1,5, ,1
5/20/2022 12:36:43,4,A Year,"2, 3, 4",1000-2000,1,1,4,3,5,4,3,5,3,4,3,5,3,1,1,"Not Religious, Traditional, Dati Leumi",3,4,3,3,Ground,1,3, ,
5/20/2022 12:42:42,1,2 years,3,5100-6000,1.5,5,4,5,3,5,5,1,1,4,5,2,2,2,2,Not Religious,1,5,1,4,Ground,3,3, ,0
5/20/2022 12:57:18,5,"A Year, 2 years","4, 5, 6","5100-6000, 6100-7000, 7100-8000",2,5,5,5,5,5,5,5,2,4,5,2,2,1,2,Dati Leumi,1,1,2,5,"Ground, First",5,2, ,
5/20/2022 13:00:30,2,"A Year, 2 years","3, 4","5100-6000, 6100-7000",2,2,2,3,4,4,2,5,5,3,2,4,4,3,3,Dati Leumi,2,1,1,4,"Ground, First",4,4, ,1
5/20/2022 13:04:32,5,"A Year, 2 years",2,"4100-5000, 5100-6000",1,5,5,1,3,5,1,1,5,4,5,1,1,1,2,Not Religious,1,1,1,3,"Ground, First",4,3, ,1
5/20/2022 13:05:28,5,Half a Year,4,4100-5000,1.5,5,5,5,5,5,5,1,5,5,5,1,1,1,5,Not Religious,1,1,5,5,"Third, Fourth",5,5, ,1
5/20/2022 13:06:25,5,"Half a Year, A Year",3,"4100-5000, 5100-6000",1,1,1,5,5,5,2,1,4,3,3,4,3,3,3,"Not Religious, Traditional",3,1,1,4,"Ground, First, Second",4,1, ,
5/20/2022 13:09:09,2,2 years,2,3100-4000,1,3,3,4,4,4,2,1,5,4,4,3,3,1,1,Not Religious,2,1,1,2,"Second, Third",3,3, ,1
5/20/2022 13:17:40,1,2 years,4,3100-4000,2,4,4,5,5,5,5,1,4,5,5,1,1,3,5,Not Religious,1,5,1,3,"First, Second, Third, Fourth",1,5, ,1
5/20/2022 13:38:58,5,2 years,3,"5100-6000, 6100-7000, 7100-8000",1.5,4,4,4,3,5,2,3,4,4,5,3,4,1,1,"Not Religious, Traditional",2,1,3,4,"First, Second, Third",3,2, ,1
5/20/2022 13:40:36,2,A Year,"1, 2, 3",2100-3000,,,2,2,,1,2,5,5,3,,,,,,"Not Religious, Traditional, Dati Leumi",3,1,1,3,,2,4,Jerusalem ,1
5/20/2022 13:44:30,5,"A Year, 2 years","3, 4, 5","4100-5000, 5100-6000",2,4,3,4,5,5,4,3,5,5,5,1,1,1,5,"Not Religious, Traditional",1,5,5,5,"Second, Third",3,5, ,
5/20/2022 13:54:52,1,"A Year, 2 years","2, 3, 4","1000-2000, 2100-3000, 3100-4000",1,1,1,3,2,5,3,2,5,3,5,3,3,2,2,"Not Religious, Traditional",3,3,2,3,Ground,5,3, ,
5/20/2022 13:58:00,5,A Year,3,"2100-3000, 3100-4000",2,3,3,5,5,1,5,5,4,4,5,3,3,3,3,"Not Religious, Traditional, Dati Leumi",1,1,5,3,"Ground, First, Second",2,1, ,0
5/20/2022 14:04:28,5,"A Year, 2 years","3, 4","2100-3000, 3100-4000",2,4,5,5,5,5,5,1,4,3,2,2,3,2,4,"Not Religious, Traditional, Dati Leumi",1,2,1,5,"Ground, First",5,3, ,
5/20/2022 14:11:32,5,"A Year, 2 years","1, 2, 3","3100-4000, 4100-5000",1,5,5,4,5,5,4,1,2,4,4,3,3,3,3,Not Religious,1,1,1,5,"Third, Fourth",3,5,Tel Aviv,1
5/20/2022 14:17:27,5,A Year,"4, 5, 6","4100-5000, 5100-6000, 6100-7000",2,1,4,2,4,5,2,5,4,1,4,3,3,3,3,"Traditional, Dati Leumi",4,3,1,3,"Second, Third",1,4, ,1
5/20/2022 14:22:47,3,"A Year, 2 years","2, 3","5100-6000, 6100-7000, 7100-8000",1.5,3,3,4,4,5,1,1,5,5,3,3,3,1,1,Not Religious,2,3,1,3,"First, Second",3,3, ,1
5/20/2022 14:24:05,5,A Year,"1, 2",2100-3000,1,3,5,5,2,3,3,5,2,1,1,3,3,1,1,"Not Religious, Traditional, Dati Leumi",1,5,1,4,"Ground, First",3,5, ,1
5/20/2022 14:29:20,1,"Half a Year, A Year","1, 2","1000-2000, 2100-3000",1,3,1,5,3,3,1,4,5,2,3,4,3,3,3,"Not Religious, Traditional, Dati Leumi",4,2,3,2,"Ground, First",1,1, ,1
5/20/2022 14:30:32,3,2 years,"3, 4, 5, 6","6100-7000, 7100-8000, 8100-9000, 9100-10000",2,4,3,5,4,4,3,4,3,3,3,3,3,3,3,"Not Religious, Traditional, Dati Leumi",3,5,1,3,"Ground, First, Second, Third, Fourth",3,5, ,1
5/20/2022 14:34:08,1,"A Year, 2 years","2, 3, 4, 5",1000-2000,1.5,1,1,5,3,4,1,5,5,3,4,5,5,2,2,"Traditional, Dati Leumi",4,5,1,5,"First, Second",3,4, ,1
5/20/2022 14:44:03,5,2 years,4,3100-4000,2,3,3,5,3,3,4,5,4,3,5,2,2,1,3,Dati Leumi,1,2,1,5,"Ground, First",4,3, ,1
5/20/2022 15:05:44,2,Half a Year,"5, 6","8100-9000, 9100-10000",2,5,3,4,2,4,5,3,5,3,4,2,2,1,1,Dati Leumi,3,1,1,4,"Ground, First",4,3, ,1
5/20/2022 15:12:34,4,2 years,"3, 4, 5","3100-4000, 4100-5000, 5100-6000, 6100-7000",2,3,4,4,3,3,5,3,5,3,5,2,3,1,4,"Not Religious, Traditional, Dati Leumi",1,1,1,3,"Ground, First, Second",1,3, ,1
5/20/2022 15:12:35,4,"A Year, 2 years","3, 4",6100-7000,2,2,2,4,1,3,1,3,5,1,4,,3,3,3,Dati Leumi,1,1,1,5,"Ground, First",3,4, ,1
5/20/2022 15:12:44,5,2 years,4,"3100-4000, 4100-5000",1.5,5,5,3,3,5,3,4,5,5,5,3,3,2,5,"Not Religious, Dati Leumi",1,1,3,4,"Ground, First",5,5, ,1
5/20/2022 15:23:01,3,A Year,"2, 3","4100-5000, 5100-6000, 6100-7000",1.5,3,2,4,4,5,5,1,2,3,3,3,2,1,2,Not Religious,2,5,1,4,Fourth,1,3, ,1
5/20/2022 15:23:20,5,2 years,5,4100-5000,2,5,5,5,5,5,3,5,3,5,5,1,1,1,5,Charedi,1,1,1,4,"First, Second",3,4,Merkaz,1
5/20/2022 15:27:31,1,A Year,"3, 4",1000-2000,1.5,3,2,5,5,5,1,5,5,3,4,4,4,2,2,"Traditional, Dati Leumi",5,1,2,5,"Ground, First, Second",3,4, ,1
5/20/2022 15:30:34,5,1 Month,5,6100-7000,2,5,5,5,5,5,5,5,5,5,5,3,3,2,3,"Traditional, Dati Leumi, Charedi",1,1,3,5,"Ground, First",4,3, ,
5/20/2022 15:31:23,2,2 years,"2, 3",3100-4000,1,5,4,5,3,4,1,4,5,5,5,3,4,1,1,"Not Religious, Traditional, Dati Leumi",2,1,4,4,"Ground, First, Second",4,2, ,1
5/20/2022 15:35:32,4,A Year,3,"3100-4000, 4100-5000",1.5,4,4,5,4,4,3,4,5,3,5,2,3,1,3,"Traditional, Dati Leumi",1,1,3,4,"First, Second",4,5, ,1
5/20/2022 15:49:47,5,2 years,2,1000-2000,1,1,4,5,5,5,3,5,1,2,,4,3,3,3,"Not Religious, Traditional, Dati Leumi",4,1,1,4,"First, Second",1,1, ,0
5/20/2022 15:54:09,5,"2 Months, 2 years",4,5100-6000,2,4,3,5,4,4,3,5,5,5,5,1,1,1,3,"Traditional, Dati Leumi",1,1,1,4,"Ground, Fourth",4,5, ,1
5/20/2022 15:58:27,5,2 years,"4, 5","5100-6000, 6100-7000",2,2,5,5,5,5,5,5,5,4,5,3,3,3,3,"Not Religious, Traditional, Dati Leumi",1,5,1,5,Ground,5,5,South,0
5/20/2022 15:59:36,,,3,,,,,,,,,,,,,,,,,,,,,,,,, ,
5/20/2022 16:11:32,4,"A Year, 2 years","2, 3, 4","2100-3000, 3100-4000, 4100-5000",2,1,2,3,4,4,3,5,4,3,2,3,3,3,3,"Traditional, Dati Leumi",3,1,2,4,"First, Second",2,3, ,1
5/20/2022 16:13:35,5,Half a Year,3,3100-4000,1,1,5,5,5,1,5,2,3,5,1,3,3,1,1,Not Religious,1,1,1,2,First,3,3, ,0
5/20/2022 16:23:13,1,"A Year, 2 years","3, 4, 5","6100-7000, 7100-8000, 8100-9000",2,4,4,5,2,1,5,1,4,4,4,2,2,2,4,"Not Religious, Traditional, Dati Leumi",2,5,1,4,"Ground, First",4,1,Jerusalem ,1
5/20/2022 16:28:07,4,"A Year, 2 years","2, 3","1000-2000, 2100-3000",1.5,1,2,4,4,4,1,3,3,3,3,4,3,3,3,"Not Religious, Traditional",3,3,3,3,"Ground, First, Second, Third, Fourth",3,3, ,1
5/20/2022 16:50:10,5,"1 Month, 2 Months","1, 2","1000-2000, 2100-3000, 3100-4000",1,2,5,2,4,5,1,5,5,1,3,5,3,4,1,"Traditional, Dati Leumi",5,1,4,4,"Ground, First, Second",3,5, ,1
5/20/2022 17:04:46,3,A Year,"2, 3, 4","2100-3000, 3100-4000, 4100-5000",2,4,3,4,2,4,5,5,5,3,5,3,3,1,1,Dati Leumi,3,4,1,4,"First, Second",1,4, ,1
5/20/2022 17:41:56,4,2 Months,"3, 4",8100-9000,2,5,3,5,5,1,3,4,4,3,5,3,3,3,3,Dati Leumi,3,1,1,3,"Ground, First, Second, Third, Fourth",2,4, ,
5/20/2022 18:03:05,5,2 Months,"2, 3",1000-2000,2,3,1,3,3,4,2,1,4,5,5,5,4,5,1,Not Religious,5,1,3,1,"Ground, First",1,1, ,1
5/20/2022 18:08:57,4,"Half a Year, A Year","3, 4","5100-6000, 6100-7000",2,4,3,4,3,5,2,4,5,5,4,2,3,2,3,Dati Leumi,1,3,1,4,"First, Second",2,4, ,1
5/20/2022 18:12:13,1,"2 Months, Half a Year","1, 2",1000-2000,1,2,1,4,1,5,2,3,4,1,1,5,5,3,1,"Not Religious, Traditional, Dati Leumi",3,5,2,3,"Ground, Fourth",2,2, ,
5/20/2022 18:22:16,4,"A Year, 2 years","3, 4","1000-2000, 2100-3000",2,4,5,4,3,5,4,5,5,4,4,3,3,3,3,"Not Religious, Traditional",5,4,1,5,"Ground, First",5,5,Jerusalem ,1
5/20/2022 18:23:19,5,2 years,"3, 4",4100-5000,2,4,3,5,5,3,1,5,5,5,5,1,1,1,5,Dati Leumi,1,2,5,4,Second,5,5, ,1
5/20/2022 18:23:44,4,"A Year, 2 years","3, 4","2100-3000, 3100-4000, 4100-5000",1.5,3,3,4,,3,1,5,5,2,2,3,4,1,1,"Traditional, Dati Leumi",1,4,1,4,"Ground, First",2,4, ,1
5/20/2022 18:31:55,5,2 Months,2,"1000-2000, 2100-3000",1.5,3,1,1,5,5,3,5,4,1,1,3,3,1,3,"Dati Leumi, Charedi",2,1,1,3,"Third, Fourth",3,1, ,
5/20/2022 18:34:11,5,Half a Year,1,"1000-2000, 2100-3000, 3100-4000",1,1,1,2,5,2,1,5,5,3,3,3,3,1,1,"Not Religious, Traditional, Dati Leumi",1,1,4,1,"Ground, Fourth",1,1, ,
5/20/2022 18:39:06,5,2 years,"4, 5","3100-4000, 4100-5000, 5100-6000",2,3,5,5,3,3,5,1,3,4,4,3,3,1,1,"Not Religious, Traditional",1,3,1,4,Ground,5,5, ,
5/20/2022 18:43:36,5,A Year,3,1000-2000,1.5,3,3,4,4,2,1,5,5,3,4,3,3,3,3,"Not Religious, Traditional, Dati Leumi",2,3,1,4,"Ground, First, Second",3,3, ,1
5/20/2022 18:56:37,5,"A Year, 2 years",3,"3100-4000, 4100-5000",2,3,3,4,3,4,3,5,4,1,3,3,3,1,1,Traditional,1,1,1,3,"First, Second",1,1, ,1
5/20/2022 19:00:31,5,2 years,3,"2100-3000, 3100-4000",1,3,4,4,5,5,5,1,3,3,1,3,4,3,1,"Not Religious, Traditional",3,3,3,4,"Ground, First, Second, Third, Fourth",1,5, ,1
5/20/2022 19:18:58,4,2 years,"1, 2, 3, 5","1000-2000, 2100-3000",1,2,4,5,5,5,5,1,3,3,4,3,3,3,3,Not Religious,4,5,4,2,"Ground, First",5,5,South,0
5/20/2022 19:33:43,1,Half a Year,3,5100-6000,1.5,2,4,5,5,5,1,1,5,5,5,3,3,1,1,Not Religious,3,5,5,4,Fourth,4,5, ,1
5/20/2022 20:28:34,5,2 years,4,3100-4000,1,3,3,3,5,5,5,1,3,3,5,3,5,3,3,Not Religious,1,5,3,5,"Second, Third, Fourth",1,3, ,1
5/20/2022 21:01:57,3,Half a Year,1,,,1,3,3,3,5,1,5,5,2,2,3,5,1,1,"Traditional, Dati Leumi",4,1,2,2,"Ground, First",2,4, ,1
5/20/2022 21:38:53,1,"1 Month, 2 Months",3,4100-5000,1.5,3,3,5,5,5,4,1,5,3,3,1,1,5,2,"Not Religious, Traditional",3,5,1,5,"Ground, First",3,5, ,1
5/20/2022 22:33:21,1,A Year,"2, 3","1000-2000, 2100-3000",1.5,3,2,3,3,2,1,1,5,3,3,3,3,3,3,"Not Religious, Traditional",3,1,1,4,"Ground, First, Second",3,5, ,1
5/21/2022 0:12:25,5,1 Month,3,4100-5000,1.5,4,4,5,4,5,5,1,4,1,3,3,1,1,5,Not Religious,3,1,2,5,Third,5,5, ,1
5/21/2022 1:27:15,1,A Year,"1, 2","2100-3000, 3100-4000, 4100-5000",1,1,2,1,1,5,1,1,5,1,3,5,5,1,1,"Not Religious, Traditional",5,1,3,1,"Ground, First, Second, Third, Fourth",1,1,Tel Aviv,1
5/21/2022 2:30:48,1,A Year,2,3100-4000,1,5,4,5,3,5,3,5,3,3,5,2,3,3,3,"Traditional, Dati Leumi, Charedi",5,1,3,4,"First, Second",3,5, ,
5/21/2022 4:27:44,3,"Half a Year, A Year","2, 3","1000-2000, 2100-3000",1,1,1,4,3,3,1,1,5,1,3,1,1,1,1,"Not Religious, Traditional, Dati Leumi",5,5,1,3,"Second, Third",3,3, ,1
5/21/2022 5:51:28,5,Half a Year,"3, 4",4100-5000,1,3,3,4,5,5,3,2,4,5,5,3,3,2,4,"Not Religious, Traditional",3,1,1,3,"Ground, First",3,5, ,1
5/21/2022 5:51:43,,,3,,,,,,,,,,,,,,,,,,,,,,,,, ,
5/21/2022 6:45:58,5,"A Year, 2 years","2, 3",2100-3000,1,5,3,4,3,4,5,3,2,1,2,3,2,1,2,"Not Religious, Traditional",3,1,2,3,"Ground, First",4,5, ,0
5/21/2022 8:23:23,5,2 years,3,"2100-3000, 3100-4000",1,1,5,5,5,4,1,3,5,3,5,2,3,2,3,"Not Religious, Traditional",1,5,1,4,"First, Second",5,2, ,1
5/21/2022 8:25:45,4,2 years,2,4100-5000,1,1,1,3,5,5,1,5,5,3,4,5,3,3,3,"Not Religious, Traditional",1,5,1,3,"Ground, First, Second, Third, Fourth",1,3, ,1
5/21/2022 9:33:47,3,A Year,5,6100-7000,2,5,5,5,5,5,5,1,5,5,5,1,1,1,5,Not Religious,1,4,1,5,"Ground, Fourth",2,5, ,1
5/21/2022 10:39:10,3,A Year,"3, 4","2100-3000, 3100-4000",1.5,5,1,4,1,3,1,1,5,3,5,3,2,2,3,"Not Religious, Traditional",1,5,1,2,"Ground, First",5,1, ,1
5/21/2022 12:35:31,1,"Half a Year, A Year",3,"2100-3000, 3100-4000",1,2,5,3,3,2,1,1,3,1,4,1,1,4,4,Not Religious,4,1,1,3,"Second, Third",3,5, ,1
5/21/2022 14:34:40,5,2 years,3,9100-10000,1.5,5,1,4,4,5,2,1,5,3,5,2,4,1,3,Not Religious,1,5,3,5,Second,4,5, ,1
5/21/2022 14:59:29,4,"A Year, 2 years",3,"3100-4000, 4100-5000, 5100-6000",1.5,3,4,5,5,5,1,5,5,5,5,1,1,1,5,"Not Religious, Traditional",4,2,1,4,"Ground, First",4,4, ,1
5/21/2022 15:22:51,,"A Year, 2 years","3, 4, 5","3100-4000, 4100-5000",1.5,1,3,5,3,5,4,1,5,4,5,3,3,1,1,Traditional,3,1,3,3,"Ground, First",1,4, ,1
5/21/2022 18:12:34,1,A Year,"3, 4","2100-3000, 3100-4000",2,4,1,5,3,5,1,1,3,4,4,4,5,3,1,"Not Religious, Traditional",1,3,1,5,"First, Second, Third, Fourth",4,5,Tel Aviv,1
5/21/2022 19:25:35,5,A Year,1,1000-2000,1.5,,3,4,1,3,5,1,5,5,3,5,5,3,1,Not Religious,5,1,5,3,Fourth,1,5,Jerusalem ,1
5/21/2022 20:05:16,5,2 years,"2, 3","1000-2000, 2100-3000, 3100-4000",2,1,1,1,5,1,3,1,5,1,3,1,3,1,3,"Not Religious, Traditional",1,4,1,1,"Second, Third, Fourth",1,3, ,1
5/21/2022 20:15:02,5,2 years,2,4100-5000,1,5,5,5,4,5,3,5,4,5,3,1,1,1,4,Traditional,1,1,1,4,First,4,5, ,1
5/21/2022 20:32:24,5,A Year,"3, 4, 5","2100-3000, 3100-4000, 4100-5000",2,5,3,4,5,3,4,5,2,4,5,1,1,1,5,Dati Leumi,1,1,1,4,"Ground, First",4,1, ,0
5/21/2022 20:44:22,5,2 years,"3, 4","4100-5000, 5100-6000",1.5,5,5,5,5,3,5,5,5,3,5,3,3,1,1,Dati Leumi,4,5,1,4,"Ground, First",5,5, ,1
5/21/2022 21:10:20,1,1 Month,4,2100-3000,1.5,1,1,3,4,1,1,3,5,3,5,3,3,3,3,Traditional,3,3,3,3,First,3,3, ,1
5/21/2022 21:11:45,1,"Half a Year, A Year",1,1000-2000,1,1,1,1,1,1,1,1,3,1,1,5,5,1,1,Not Religious,1,1,1,1,"Ground, First",1,1, ,1
5/21/2022 21:37:19,5,A Year,3,3100-4000,1.5,5,4,4,3,4,4,5,4,2,3,3,3,3,3,"Not Religious, Traditional, Dati Leumi",3,3,1,3,"Ground, First",3,3, ,0
5/21/2022 21:39:41,3,A Year,2,3100-4000,1.5,4,5,5,5,4,5,5,5,4,3,3,3,3,3,"Dati Leumi, Charedi",4,4,4,4,"Ground, First, Second",3,4, ,1
5/21/2022 21:45:28,4,"Half a Year, A Year","2, 3, 4","2100-3000, 3100-4000, 4100-5000",1,1,3,4,5,5,3,3,4,2,2,3,3,3,3,"Dati Leumi, Charedi",3,1,1,3,"Ground, First",3,3, ,1
5/21/2022 21:57:49,3,"Half a Year, A Year","2, 3, 4","1000-2000, 2100-3000",2,1,3,5,5,5,5,5,5,5,5,1,3,1,5,Dati Leumi,5,1,1,3,"Second, Third",1,5, ,1
5/21/2022 22:04:45,5,2 years,"5, 6","6100-7000, 7100-8000",2,3,5,5,5,5,4,5,4,4,5,1,1,1,5,"Traditional, Dati Leumi",1,3,1,5,"Ground, First",2,5, ,
5/21/2022 22:16:27,5,"A Year, 2 years",3,1000-2000,1,1,1,3,1,4,1,5,5,4,2,4,4,2,2,Traditional,5,1,3,3,"Ground, First",4,3, ,1
5/21/2022 22:24:34,4,2 years,5,9100-10000,2,5,5,5,5,5,5,5,5,4,5,2,2,1,4,"Traditional, Dati Leumi",1,1,1,5,"First, Second",1,5, ,1
5/21/2022 22:29:24,5,"1 Month, 2 Months",3,3100-4000,1,5,1,5,3,5,4,1,5,5,3,3,5,1,2,Not Religious,2,5,1,3,"Ground, First, Second, Third, Fourth",5,4, ,1
5/21/2022 22:40:26,5,2 years,3,4100-5000,2,5,5,5,5,5,1,1,5,5,5,4,1,1,5,Dati Leumi,1,1,1,5,"Ground, Fourth",1,1, ,1
5/21/2022 22:50:35,1,2 years,"4, 5, 6","5100-6000, 6100-7000",2,5,5,5,1,1,5,5,5,3,5,1,1,1,5,Dati Leumi,1,1,1,5,"Ground, First",5,5, ,1
5/21/2022 23:21:14,5,2 years,2,4100-5000,1.5,5,3,3,3,3,4,5,5,4,2,1,2,1,2,"Dati Leumi, Charedi",1,2,3,4,"Ground, First",1,5, ,
5/21/2022 23:35:09,3,"A Year, 2 years",2,"3100-4000, 4100-5000",1,1,2,4,5,3,1,5,5,4,3,5,3,3,1,Dati Leumi,1,5,1,5,"Ground, First",3,3, ,1
5/21/2022 23:49:20,1,A Year,1,,1.5,1,1,1,3,3,5,5,5,2,3,3,3,3,3,"Traditional, Dati Leumi, Charedi",4,3,3,3,,3,4, ,
5/22/2022 0:09:46,5,2 years,3,4100-5000,1.5,3,5,5,2,4,1,2,3,5,5,1,3,1,1,Traditional,1,1,1,4,"Ground, First",3,5, ,1
5/22/2022 0:23:08,5,"Half a Year, A Year","2, 3",1000-2000,1,1,1,5,1,1,1,1,4,1,2,3,4,1,1,Not Religious,1,1,1,4,"Ground, First, Second, Third, Fourth",1,1, ,
5/22/2022 1:14:10,5,2 years,"4, 5, 6","5100-6000, 6100-7000, 7100-8000",2,5,5,5,4,5,5,5,5,4,4,2,4,1,4,Dati Leumi,1,5,1,5,"Third, Fourth",4,5, ,0
5/22/2022 1:17:59,5,2 years,4,"4100-5000, 5100-6000, 6100-7000",2,5,3,5,5,3,3,5,5,5,5,2,2,3,3,"Traditional, Dati Leumi",2,2,1,3,Fourth,4,5, ,1
5/22/2022 2:03:13,4,2 years,"4, 5",6100-7000,1.5,5,5,3,2,2,5,5,4,2,2,3,3,1,2,Charedi,3,2,4,3,First,5,5, ,1
5/22/2022 5:10:23,1,A Year,3,"3100-4000, 4100-5000",1.5,5,5,5,4,5,5,5,5,5,5,2,2,2,4,"Not Religious, Traditional, Dati Leumi",3,3,1,4,"First, Second",5,5, ,1
5/22/2022 6:12:12,4,"A Year, 2 years","4, 5",5100-6000,1.5,5,3,5,2,1,1,5,5,1,4,1,1,4,4,"Dati Leumi, Charedi",1,1,1,3,"Ground, First",5,3, ,
5/22/2022 6:14:31,5,1 Month,"2, 3","4100-5000, 5100-6000",1.5,5,3,5,3,3,3,1,4,4,5,3,3,1,1,"Not Religious, Traditional",3,5,3,3,"First, Second, Fourth",4,5, ,1
5/22/2022 8:44:14,2,Half a Year,"3, 4","1000-2000, 2100-3000",1.5,1,1,3,3,3,1,4,4,1,1,3,3,1,2,"Not Religious, Traditional, Dati Leumi",4,3,1,3,"First, Third",1,3, ,
5/22/2022 9:27:50,4,2 years,4,5100-6000,1.5,1,4,4,4,5,5,5,5,5,3,2,2,2,4,"Traditional, Dati Leumi",2,3,1,3,"First, Second",3,4, ,1
5/22/2022 9:38:24,5,"Half a Year, A Year","1, 2, 3","2100-3000, 3100-4000, 4100-5000",1.5,2,2,4,5,5,4,1,5,2,4,4,4,2,2,"Not Religious, Traditional, Dati Leumi",3,3,1,3,"First, Second",3,2, ,1
5/22/2022 9:39:55,3,A Year,3,3100-4000,1.5,1,1,5,2,3,1,3,3,5,3,3,3,3,3,"Not Religious, Traditional",3,1,5,1,"First, Second",4,1, ,1
5/22/2022 10:30:20,4,A Year,"3, 4, 5","2100-3000, 3100-4000, 4100-5000",2,2,4,5,5,4,4,5,2,2,2,3,3,3,3,"Traditional, Dati Leumi, Charedi",2,1,1,4,"Ground, Fourth",3,3, ,0
5/22/2022 11:19:54,5,"A Year, 2 years","3, 4","4100-5000, 5100-6000",1.5,3,3,3,5,4,4,5,2,5,5,2,3,3,3,"Traditional, Dati Leumi",1,1,1,5,"Ground, First",2,4,Jerusalem ,1
5/22/2022 12:35:50,5,"A Year, 2 years","1, 2",3100-4000,1,3,4,4,4,2,1,3,4,1,3,3,3,3,3,"Not Religious, Traditional, Dati Leumi",2,1,1,2,"Ground, First, Second",2,2, ,1
5/22/2022 12:52:00,5,A Year,3,"5100-6000, 6100-7000, 7100-8000",1,4,1,4,4,5,,4,5,5,3,2,3,2,2,Dati Leumi,1,1,2,2,"First, Second, Third, Fourth",1,2, ,
5/22/2022 12:54:38,5,A Year,3,"3100-4000, 4100-5000",1.5,1,2,4,3,4,1,1,5,5,4,3,3,3,3,Not Religious,3,5,1,3,"First, Second",2,3, ,1
5/22/2022 12:55:42,5,A Year,"3, 4, 5",2100-3000,2,5,4,4,5,2,2,2,5,4,4,4,4,4,2,"Traditional, Dati Leumi",4,3,1,4,"First, Second, Third",4,2, ,1
5/22/2022 13:54:44,5,A Year,"1, 3, 4",2100-3000,1,1,1,5,3,1,1,1,5,5,5,4,3,4,3,Not Religious,5,5,5,2,"Second, Third",2,3, ,1
5/22/2022 14:50:56,5,2 years,"4, 5","4100-5000, 5100-6000, 6100-7000",2,5,4,5,5,2,3,5,5,1,5,1,1,1,5,Charedi,3,1,3,4,"Ground, First, Second",3,5, ,1
5/22/2022 15:26:58,5,2 years,2,3100-4000,1.5,2,3,4,4,3,4,5,4,2,4,3,3,2,2,"Not Religious, Traditional, Dati Leumi, Charedi",2,4,1,3,Ground,4,4, ,0
5/22/2022 16:11:33,5,A Year,3,4100-5000,1.5,1,4,5,5,5,3,5,4,3,4,3,3,3,3,"Not Religious, Traditional, Dati Leumi",1,1,1,3,"Ground, First",2,3, ,1
5/22/2022 16:23:23,5,A Year,4,"5100-6000, 6100-7000",2,3,2,2,4,4,2,5,4,4,2,3,3,3,3,Dati Leumi,4,1,1,4,"Ground, First, Second, Third",3,2, ,1
5/22/2022 16:38:40,3,A Year,"2, 3, 4","1000-2000, 2100-3000, 3100-4000",1,1,2,3,5,5,4,5,5,5,4,3,3,3,3,"Not Religious, Traditional, Dati Leumi",2,5,1,5,"First, Second",4,3, ,0
5/22/2022 18:09:21,4,A Year,2,3100-4000,1,1,1,4,5,1,1,3,5,3,5,3,3,1,1,Traditional,4,5,3,3,First,1,1, ,1
